ticker,cik
AMWL,0001393584
COE,0001659494
GECC,0001675033
SNCR,0001131554
AFBI,0001823406
JHI,0000759828
PHD,0001305767
SGMT,0001400118
CCCC,0001662579
PFO,0000882071
KIDZ,0002022308
NMRA,0001885522
SVII,0001843477
OFS,0001487918
QVCGA,0001355096
FLL,0000891482
OST,0001803407
PCSC,0002017526
NIM,0000890119
EMYB,0001449794
NEOV,0001748137
PTMN,0001372807
UHG,0001830188
CCIF,0001517767
HAFG,0001367993
BHST,0001723464
GFLT,0001796949
NWTN,0001932737
CUPR,0001995704
FGFH,0000786298
USGO,0001947244
ONL,0001873923
SRBK,0001951276
IBATF,0001786318
ASMB,0001426800
GIFI,0001031623
CXE,0000845606
IFRX,0001708688
DBE,0001383062
TWLV,0002052243
CWGL,0001562151
MCTR,0001969928
CHCI,0001299969
ATOS,0001488039
AIFE,0002030829
CRGO,0001927719
ELVA,0001844450
YSXT,0001993463
CDLX,0001666071
UTGN,0000832480
SLNG,0001043186
NMT,0000897419
XGN,0001274737
PPIH,0000914122
LTCN,0001732406
MX,0001325702
TAYD,0000096536
LWLG,0001325964
IMUX,0001280776
BMOOF,0001732379
TSQ,0001499832
BRAG,0001867834
CSBB,0000880417
LCTX,0000876343
NRGV,0001828536
AMPY,0001533924
BUKS,0000015847
COYA,0001835022
KLRS,0001754068
SERA,0001534969
SBI,0000882300
HUHU,0001945415
TOUR,0001597095
CGO,0001285650
ACOG,0001655923
MGNX,0001125345
HCIL,0001086303
ATPC,0001713210
ENTX,0001638097
BEOB,0001480170
PROV,0001010470
ONDS,0001646188
RMBL,0001596961
UURAF,0001495651
LAAB,0001584480
CTNM,0001855175
LGPS,0002040290
EVF,0001070732
VRSSF,0001879001
EDHL,0002024876
VTYX,0001851194
GOAI,0001983736
BCV,0000009521
WBX,0001866501
LVPA,0000831378
MGF,0000811922
RPID,0001380106
CMTV,0000718413
INFU,0001337013
YGMZ,0001782037
LSE,0001985139
LPTH,0000889971
KNDI,0001720250
NCAUF,0001627868
CHMI,0001571776
TDRRF,0001921050
ZURA,0001855644
KVHI,0001007587
PLRX,0001746473
JLS,0001472215
FGMC,0001906364
NCT,0002018529
ERH,0001279014
PFX,0001490349
DSAQ,0001871745
PLBY,0001803914
NOTE,0001823466
ORGN,0001802457
GLU,0001282957
REKR,0001697851
NMI,0000830271
GGZ,0001585855
NNBR,0000918541
MGRM,0001769759
NOBH,0000072205
HURC,0000315374
HNW,0001388126
KISB,0000803742
TWIN,0000100378
OBIO,0001814114
HOFT,0001077688
WRIV,0001328409
IGI,0001462586
FFAI,0001805521
CNDA,0001851959
PLNH,0001813452
LGDTF,0001755191
VIOT,0001742770
ZNTL,0001725160
DYCQ,0001944212
GLACF,0001897971
GNT,0001438893
FKYS,0000737875
BDTX,0001701541
ICAD,0000749660
GNLX,0001231457
JEQ,0000866095
STLRF,0001979408
CSTAF,0001834032
IVCA,0001852889
HLVX,0001888012
PYYX,0000939930
CVVUF,0001023109
NOEM,0001956648
MAMO,0001952853
MIMI,0001998560
OPTN,0001494650
IHD,0001496292
RPMT,0001437283
STKS,0001399520
TISI,0000318833
CEE,0000860489
INZY,0001693011
EXOZ,0002010788
BKHA,0002000775
GNSS,0000924383
GSIT,0001126741
GRO,0001472326
ORMP,0001176309
CRDL,0001702123
QIPT,0001540013
GPMT,0001703644
ALTS,0000862861
VXRT,0000072444
TIL,0001789769
KEQU,0000055529
ENBP,0001437479
ACHV,0000949858
PUCK,0001836100
AAGFF,0001526535
IROH,0001901203
RTGN,0001836295
CRBP,0001595097
RSSS,0001386301
ITMSF,0001285170
GPRO,0001500435
KYTX,0001994702
RMI,0001746967
WSBK,0002047235
MLGO,0001800392
PBHC,0001609065
FSHP,0001850059
WFF,0001980210
HSPT,0002032950
IVFH,0000312257
MHH,0001437226
SND,0001529628
CPKF,0000847538
DTSQ,0002017950
KBLB,0001413119
LGO,0001400438
IMPP,0001876581
MGYR,0001337068
GDL,0001378701
FNWB,0001556727
PGP,0001318025
SFDL,0000818677
ANIX,0000715446
PLMJF,0001845550
MBOT,0000883975
BSBK,0001787414
ZENV,0001836934
LUD,0001984124
SKLZ,0001801661
PFBX,0000770460
DIBS,0001600641
PPYA,0001894057
VERI,0001615165
BYNO,0001801417
BCRD,0001496690
VATE,0001006837
AIRRF,0001476573
KF,0000748691
WETO,0001941158
CRVO,0001053691
VMCAF,0001892747
SNTI,0001854270
VLDX,0001825079
AMRRY,0001976109
CPHC,0001672909
QUIK,0000882508
TGMPF,0002025947
LTRX,0001114925
RILY,0001464790
XBIT,0001626878
TCRX,0001783328
IXAQF,0001852019
FEAM,0001888654
CLYM,0001768446
RFM,0001790177
CSTE,0001504379
SRZN,0001824893
BCHG,0001732409
FCEL,0000886128
APAC,0002043630
CDAQF,0001851909
MHGU,0000808219
ESP,0000033533
QSEP,0001103795
MDXH,0001872529
UFI,0000100726
SILC,0000916793
ODYS,0001577445
CMU,0000809844
TRX,0001173643
KBSX,0002014254
NORD,0001011060
ELTX,0001601485
OPTT,0001378140
GDO,0001472341
NAUT,0001808805
ASFH,0001828748
THCH,0001877333
STHO,0001953366
CRTAF,0001848437
BHAC,0001851612
LGCY,0001836754
FNMCF,0001944955
LSBK,0001341318
JUSHF,0001909747
AUID,0001534154
VGI,0001528811
SY,0001758530
UMAC,0001956955
GEOS,0001001115
NFTN,0001544400
AXREF,0001175596
STRO,0001382101
MCRP,0001993431
HNNA,0001145255
SLBK,0001657642
STEM,0001758766
OCX,0001642380
PAVS,0001751876
PTHL,0001970544
OCG,0001776067
FMN,0001199004
TGAAF,0001847355
REE,0001843588
SWZ,0000813623
DSY,0001999297
JVSA,0001866001
CSBR,0000771856
NWPP,0001163389
FCO,0000876717
GAN,0001799332
NXC,0000885732
GALT,0001133416
UBXG,0001888525
ASPC,0001890361
NTHI,0001979414
ESGL,0001957538
MCRB,0001609809
YAAS,0001964946
ATEK,0001882198
ELUT,0001708527
MLSS,0000855683
SNT,0001993727
TNYA,0001858848
HYMC,0001718405
DTI,0001884516
GUTS,0001572616
REED,0001140215
CRBU,0001619856
SFWL,0001863218
LPSN,0001102993
EDAP,0001041934
COLA,0002028201
VFF,0001584549
FTCO,0001828377
BZFD,0001828972
INVE,0001036044
NSPR,0001433607
YHNA,0002020987
EURK,0002000410
BAER,0001941536
ADAP,0001621227
OLKR,0000924396
IGMS,0001496323
CTMX,0001501989
WHWK,0001422142
JSPR,0001788028
MSCLF,0001421642
NA,0001872302
GGROU,0001489874
BMGL,0002004489
ASPS,0001462418
LCUT,0000874396
CTM,0001877939
NUKK,0001787518
DTF,0000879535
WRAP,0001702924
IROQ,0001514743
AGEN,0001098972
COPR,0001263364
RCFAF,0001870143
MAYS,0000054187
NCSM,0001692427
ADAG,0001818838
UNCY,0001766140
PCM,0000908187
AAWH,0001756390
CHGG,0001364954
EPIX,0001633932
BUJA,0001956055
FONR,0000355019
AKA,0001865107
FVN,0002010653
METXF,0001990555
CETI,0001935092
RDAC,0002018145
SAVA,0001069530
ISRL,0001915328
GORO,0001160791
TELO,0001971532
VOR,0001817229
SUUN,0002011053
BMEA,0001840439
ULBI,0000875657
UBCP,0000731653
CODA,0001334325
MNOV,0001226616
CNTX,0001842952
RSKIA,0000084112
STSS,0001737995
DUOT,0001396536
GGR,0001886190
TOPW,0002033515
BLNK,0001429764
DIT,0000928465
PNI,0001170311
DMA,0001523289
PSQH,0001847064
TGEN,0001537435
QMCO,0000709283
PETS,0001040130
DOMH,0000012239
XCH,0001979887
LUCN,0001726079
CAPN,0002024203
ANL,0001944552
PYXS,0001782223
CBAT,0001117171
INCR,0001857030
AURX,0001091596
IMAB,0001778016
ADVM,0001501756
CCLD,0001582982
MATH,0001682241
IOR,0000949961
UNIB,0000811211
CBUS,0001705843
VERU,0000863894
ATLX,0001540684
MTWO,0001753373
GEVI,0000894556
FUSB,0000717806
SUP,0000095552
SGA,0000886136
SAGT,0002029138
FMBM,0000740806
RCT,0002027360
AEAE,0001852016
NTRB,0001676047
BRID,0000014177
AOGO,0001881741
PRPL,0001643953
SBBCF,0002024668
CSLMF,0001875493
MIST,0001408443
IVVD,0001832038
SOL,0001417892
DWNX,0000927719
KANP,0001230058
XTNT,0001453593
HGBL,0000849145
BKRRF,0001699906
GNTA,0001838716
IRBT,0001159167
OAKU,0001945422
GLXZ,0000013156
RGT,0001514490
INTT,0001036262
HLP,0001855557
IMAQ,0001846235
CCG,0001965473
GCV,0000845611
UEIC,0000101984
GMHS,0002000530
GRWG,0001604868
PGZ,0001557523
NOTV,0000720154
BLUW,0002050501
UPLD,0001505155
CLSD,0001539029
INO,0001055726
LODE,0001120970
AUBN,0000750574
IAE,0001385632
BDSX,0001439725
ALTO,0000778164
FDSB,0002012726
CEV,0001074692
NEGG,0001474627
NTIC,0000875582
EGRVF,0001900402
VTGN,0001411685
BYSI,0001677940
IOBT,0001865494
GCTS,0001851961
CSAI,0001709628
LONCF,0001472619
LVO,0001491419
DHX,0001393883
PORT,0001865200
AUGG,0001448597
VLT,0000846671
HAIAF,0001848861
GLV,0001288795
XCUR,0001698530
AMTX,0000738214
STG,0001723935
NMS,0001607997
PN,0002001288
BRIA,0002000230
IRRX,0001854795
YI,0001738906
AFJK,0001979005
ATHE,0001131343
RECT,0001995116
SPWH,0001132105
SRTS,0001494891
MDWK,0001295514
MVO,0001371782
BLGO,0000880242
CABA,0001759138
PRE,0001876431
CYCC,0001130166
ALOT,0000008146
CAHO,0001678105
BAFN,0001649739
SYT,0001946216
EEA,0000791718
RIBB,0002035016
ABLV,0001957489
LSF,0001650696
NVA,0001852551
NKGFF,0001839154
YIBO,0001868395
BKKT,0001820302
OWLT,0001816708
XTGRF,0001288770
ANRO,0001999480
CPIX,0001087294
FORA,0001829280
RAYA,0001825875
ABOS,0001576885
TROO,0001412095
MCHX,0001224133
RANI,0001856725
RDGL,0001449349
BOTJ,0001275101
DLTH,0001649744
PRKR,0000914139
ICCM,0001584371
CURR,0001862935
ASCBF,0001876716
FOSL,0000883569
CTOR,0001851484
CXH,0000847411
NVAC,0001859807
SKYE,0001516551
ZYXI,0000846475
LOMLF,0001509397
JUVF,0000714712
XTRAF,0001684505
AXTI,0001051627
SOTK,0000806172
NVNO,0001661053
VANI,0001266806
NSTS,0001881592
FBSI,0000912967
KPTI,0001503802
AREC,0001590715
ORRCF,0001390352
RAASY,0001804583
GTMAY,0001163560
FURY,0001514597
BEAT,0001779372
USCTF,0001860514
ELTK,0001024672
MAQC,0001844419
AKYA,0001711933
OSS,0001394056
WW,0000105319
DTIL,0001357874
RPTX,0001808158
CBKM,0001006830
LINK,0000828146
CRT,0000881787
UWHR,0000898171
AGAE,0001708341
APLT,0001697532
GCUMF,0001514860
BYFC,0001001171
NEUE,0001671284
SHIM,0001887944
INLX,0001081745
BAYA,0001969475
SELX,0001990950
MTEN,0001948099
DVLT,0001682149
PHUN,0001665300
AVAI,0001740797
WFCF,0001360565
PDSB,0001472091
SELF,0001031235
LOAN,0001080340
MDNC,0001931055
ASRT,0001808665
CPBI,0001979332
MGX,0001785279
RAND,0000081955
MDCX,0001997296
RVLGF,0001616885
CTSO,0001175151
VTVT,0001641489
IKNA,0001835579
GANX,0001819411
NHTC,0000912061
CGBS,0001991946
VNJA,0001532383
RDZN,0001868640
INUV,0000829323
CJET,0001957413
PYRGF,0001743344
CUE,0001645460
DXLG,0000813298
FKWL,0000722572
DLHC,0000785557
GSVRF,0000865400
OPTX,0001866816
IMMX,0001873835
UEEC,0001096938
JMM,0000838131
GLABF,0001940016
MAIA,0001878313
HLEO,0001953988
APXIF,0001868573
ACET,0001720580
APGOF,0001811931
CNF,0001733868
FGB,0001392994
HNOI,0001342916
SER,0001708599
CLRCF,0001903392
ARTV,0001817241
PNF,0001140410
MB,0002027265
VEEA,0001840317
HTLM,0002023153
MWYN,0002030522
MODD,0001074871
SMXT,0001519472
HYPR,0001833769
TMRC,0001445942
EMCG,0001869601
ZOMDF,0001684144
GEG,0001831096
ZENA,0001997403
SURG,0001392694
MIND,0000926423
ARMP,0000921114
PHOE,0002035709
AVTX,0001534120
LEE,0000058361
RSF,0001644771
WHEN,0000943535
VRA,0001495320
RFL,0001713863
SSGC,0001584693
JG,0001737339
TBMC,0001934945
FBIO,0001429260
RCON,0001442620
FSEA,0001943802
OPHC,0001288855
RENB,0001527728
BCHT,0000728385
LOOP,0001504678
TYGO,0001855447
AASP,0000930245
OPGN,0001293818
PMEC,0001891944
CFSB,0001879103
IDN,0001040896
CRCUF,0000868822
TZUP,0001853825
ANLDF,0001519469
NUVR,0000071557
FMFG,0001698022
FMY,0001319183
GGAAF,0001865697
VNRX,0000093314
OTLK,0001649989
RRGB,0001171759
RDI,0000716634
ALCY,0001901336
DGXX,0001854368
SEOVF,0001491434
OKYO,0001849296
DMYY,0001915380
PMVP,0001699382
HSPO,0001946021
XPL,0000917225
VTSI,0001085243
SNTL,0000889353
PRTS,0001378950
WYY,0001034760
AVNI,0001113313
QRHC,0001442236
WPRT,0001370416
FLNT,0001460329
GIFT,0001760233
ANEB,0001815974
PED,0001141197
VOC,0001505413
FNVTF,0001857855
FAT,0001705012
RBOT,0001812173
ECOR,0001560258
BLIV,0001982448
GMM,0001913749
CULP,0000723603
HHLKF,0001562823
WELNF,0001877557
QNCX,0001662774
IPSC,0001850119
OSTX,0001795091
CLST,0001849867
EDVR,0001917599
BTOC,0001972529
ASYS,0000720500
PVL,0001520048
HCMC,0000844856
PRLD,0001678660
APT,0000884269
ATNM,0001388320
KRYXF,0001318596
NVNI,0001965143
TETEF,0001900679
SQNS,0001383395
AIRG,0001272842
PLRZ,0001893645
LRFC,0001571329
PEPG,0001835597
SACH,0001682220
SYHBF,0001541190
CDIX,0000811222
MAXN,0001796898
STTK,0001680367
LNZA,0001843724
FTII,0001889450
HYDTF,0001958389
BEDU,0001696355
OPXS,0001397016
FSI,0001069394
FTZFF,0001819258
NDLS,0001275158
PSRHF,0001991413
ONCY,0001129928
TCBS,0001849466
ICCC,0000811641
AGFY,0001800637
SRFM,0001936224
USPCY,0001939479
CNVS,0001173204
FORL,0001936255
SPAI,0002011208
AWCA,0001021917
NCEW,0001968043
PRT,0001724009
BRFH,0001487197
BIYA,0001944712
ALAR,0001725332
PHCI,0001620749
ADVB,0001941029
PODC,0001940177
TPIC,0001455684
AXIL,0001718500
MRSN,0001442836
ATRA,0001604464
NXN,0000885731
CVU,0000889348
IPWR,0001507957
ATMV,0001937891
APYX,0000719135
GROV,0001841761
CNTY,0000911147
RGS,0000716643
KOSS,0000056701
CMTL,0000023197
IRD,0001228627
CNTB,0001835268
IMRX,0001790340
MSW,0001956166
FBRX,0001419041
AP,0000006176
WKEY,0001738699
ACRV,0001781174
BW,0001630805
BDL,0000012040
CATO,0000018255
SSVFF,0001397616
BIRD,0001653909
MURA,0001971543
MIFF,0000779227
CCTSF,0001865861
KRON,0001741830
RFIL,0000740664
SCWO,0000933972
WIMI,0001770088
MESA,0000810332
LCGMF,0001339688
SKKY,0001546853
ARKR,0000779544
VRCA,0001660334
MDBH,0001934642
HOUR,0001874875
YYGH,0001985337
ETST,0001538495
NRT,0000072633
SPAUF,0001337090
ESHA,0001918661
MDIA,0001784254
AIRT,0000353184
JFB,0002024306
KORE,0001855457
HOWL,0001785530
ISPO,0001820566
TOP,0001848275
WAMFF,0001893899
TLYS,0001524025
BMR,0001899005
ENGS,0001971828
KOOYF,0001388891
NTZ,0000900391
LASE,0001807887
DWSN,0000799165
HOLO,0001841209
AIFF,0000803578
ACFN,0000880984
UCL,0001775898
TECTP,0001766526
ICMB,0001578348
GLLI,0001888734
USIO,0001088034
FOXX,0002013807
HFBL,0001500375
RMTI,0001041024
YOTA,0001907730
BEWFF,0001113152
MKDW,0001991332
AKTX,0001541157
ESLA,0001844417
ASRV,0000707605
FTCI,0001828161
QZMRF,0000811522
FPRGF,0001555980
YTRA,0001516899
GRCE,0001444192
USEG,0000101594
WTMA,0001866226
MXE,0000863900
ATMC,0001889106
BRZH,0001817640
QETA,0001978528
GDST,0001858007
LTRN,0001763950
ANGH,0001871983
SVRSF,0001682056
OAKV,0001865429
TURN,0000893739
WINV,0001854463
RNTX,0001420565
MSSAF,0001882464
GARLF,0001725569
PVCT,0000315545
BHM,0001903382
SFRX,0001106213
RNLXY,0001811115
HSTC,0000797564
KACLF,0001865468
WBQNL,0001785494
MRMD,0001522767
TELA,0001561921
AIJTY,0001713923
SNAL,0001886894
CCEL,0000862692
CLOQ,0001437517
ZBAO,0001966750
REFR,0000793524
CAMP,0001736730
CUBA,0000880406
ZLSCF,0001757610
WSTRF,0001621906
MGLD,0001005101
SST,0001805833
RVPH,0001742927
DIST,0001818605
OMCC,0001000045
BLUE,0001293971
XLO,0001840233
CUAUF,0001737319
MMTIF,0001085921
ZEPP,0001720446
LGL,0000061004
SPRU,0001772720
JANL,0001133062
AMPG,0001518461
GRF,0000850027
CELU,0001752828
SJ,0001753673
TORO,0001941131
BHLL,0001407583
RNXT,0001574094
FARM,0000034563
ABVE,0001979484
JETMF,0001846084
SYPR,0000864240
SCYX,0001178253
PBBK,0001849670
SHOT,0001760903
LIVE,0001045742
STEC,0001785680
BIOF,0001549145
WAVE,0001846715
AYRWF,0001847462
ITRM,0001659323
MPU,0001953021
UG,0000101295
BRNS,0001828185
JRSH,0001696558
OMEX,0000798528
AHT,0001232582
CIIT,0001557798
BCG,0001953984
BGSF,0001474903
LGCL,0001954694
BOLD,0001782303
ANTX,0001880438
AIXI,0001935172
FBLG,0001958777
TMDE,0002009714
CBSTF,0001776738
TACT,0001017303
TSKFF,0001803800
DSWL,0000946936
DYAI,0001213809
HKIT,0001742341
XBP,0001839530
MYND,0001708441
FCUV,0001590418
DXR,0000027367
PFAI,0002032755
HHS,0000045919
HFUS,0001482554
WWR,0000839470
KITT,0001849820
MASK,0001993097
KLXE,0001738827
BTCS,0001436229
NRXP,0001719406
GLGI,0001088413
GLAI,0001473490
BWEN,0001120370
LEAT,0001456189
NINE,0001532286
RAVE,0000718332
VIVK,0001450704
HIT,0002019505
BSGM,0001530766
RADX,0001949257
YXT,0001872090
EHGO,0001879754
SPRO,0001701108
MNDO,0001119083
PLUT,0001933021
MHUBF,0001869137
VHC,0001082324
KSCP,0001600983
MOBQ,0001084267
STAI,0001994624
UONE,0001041657
USGDF,0001726159
PLUR,0001158780
IZEA,0001495231
DBGI,0001668010
IGTA,0001866838
YCQH,0001794276
PXLW,0001040161
ZDGE,0001667313
LVTX,0001840748
WNLV,0001558740
OKUR,0001637715
GWTI,0001572386
ACCS,0000843006
AUSI,0000826253
NIXX,0001462223
VLTLF,0001872061
AWRE,0001015739
FGEN,0000921299
MNY,0001974044
GDC,0001641398
FPAY,0001397047
MCAG,0001859035
LILMF,0001855756
BTTC,0001066764
FEMY,0001339005
BTM,0001901799
SXTC,0001723980
POCI,0000867840
KZR,0001645666
APWC,0001026980
KUKE,0001809158
AAME,0000008177
PXS,0001640043
INDO,0001757840
MEHCQ,0001804591
MDAI,0001833498
XOS,0001819493
GLE,0001908705
CVGI,0001290900
NVLHF,0001861931
AACG,0001420529
KDOZF,0001318482
FSXLF,0001813241
PZG,0001629210
SODI,0000091668
TOON,0001355848
POWMF,0001988634
CVKD,0001937993
CIF,0000833021
RAIN,0002028293
BCAB,0001826892
GVXXF,0001490596
PYN,0001181505
CRWS,0000025895
ANVS,0001477845
PGDE,0001919191
FUEMF,0002001201
ALGS,0001799448
INHD,0001961847
NMTC,0001500198
RVRC,0001839140
CLIR,0001434524
VPLM,0001410738
VBIX,0000797542
MLEC,0001937737
KPLT,0001785424
DNQAF,0001913577
FLUX,0001083743
MKTW,0001805651
ZCMD,0001785566
MMCP,0001879293
GLST,0001922331
WVVI,0000838875
CASI,0001962738
HRBR,0000899394
BONXF,0001544770
AAQL,0001672571
EZOO,0001752372
DOWAY,0002038919
ALLK,0001564824
FTEK,0000846913
INIKF,0001928722
COCH,0001840877
MBBC,0001835385
BOWN,0001973056
SWIN,0001959224
UNXP,0001751707
CCM,0001472072
TURB,0001963439
CCTC,0001477960
BNIX,0001845942
KPEA,0001502557
MTC,0001742518
OPAD,0001825024
DRIO,0001533998
AERT,0001853044
STCB,0001539850
VIPZ,0001832161
SIDU,0001879726
INTZ,0000736012
PPSI,0001449792
ALSAF,0001865111
INKT,0001840229
SOHO,0001301236
BTCM,0001517496
INTG,0000069422
AGSS,0001514443
WPGCF,0001404353
CRMZ,0000315958
LITM,0001769697
PRKA,0001297937
MOBX,0001855467
ACKRF,0001709139
SWVL,0001875609
AIRE,0001859199
HRGN,0001563665
ALXO,0001810182
RTTGF,0001570154
PYPD,0001611842
NYC,0001595527
SDST,0001831979
HSDT,0001610853
GROW,0000754811
TRSG,0001943444
NTIP,0001065078
SFCO,0001831523
TPCS,0001328792
YOSH,0001898604
AQUC,0001861063
GTEC,0001735041
NTWK,0001039280
PPCB,0001517681
HSON,0001210708
NZAUF,0001925511
SCLX,0001820190
UMEWF,0001114936
PGZFF,0001566073
DYNR,0001111741
SRLZF,0000861972
QNTO,0001391933
NIVF,0001981662
NOVA,0001772695
GDTC,0001873093
COEP,0001759186
LRDC,0001442492
KIRK,0001056285
GBIO,0001733294
VNCE,0001579157
MSAI,0001863990
OHCFF,0001735514
NGLD,0001605481
OSRH,0001840425
GAME,0001714562
BODI,0001826889
STAK,0002002453
ITHUF,0001643154
BCTX,0001610820
JSDA,0001083522
SVT,0000089140
LOCL,0001840780
VVPR,0001681348
ARBK,0001841675
MOGO,0001602842
BANL,0001914805
CHUC,0001134765
CGTX,0001455365
CLPS,0001724542
RGCCF,0001918151
DARE,0001401914
TOPS,0001296484
EPOW,0001780731
MPIR,0000815577
RAY,0001948443
ABCP,0000020639
LBGJ,0001896425
OCC,0001000230
INIS,0001038277
BNR,0001792267
CRIS,0001108205
JGLDF,0001686000
FCCI,0001807689
BDCO,0000793306
NRSN,0001875091
KTCC,0000719733
FENG,0001509646
SOND,0001819395
CENN,0001707919
GWH,0001819438
NSYS,0000722313
NEWH,0001371128
KLNG,0001110607
DTST,0001419951
ENZB,0000316253
UTSI,0001030471
CMMB,0001534248
JUPGF,0001684688
CPSH,0000814676
EDRY,0001731388
CLNN,0001822791
SCOR,0001158172
CDIO,0001870144
ENLV,0001596812
CNFN,0001352952
SGRP,0001004989
TLF,0000909724
CLGN,0001631487
IPM,0001355839
PAYD,0001017655
GNS,0001847806
JZXN,0001816172
VRAR,0001854445
IZM,0001854572
TPST,0001544227
INVU,0000862651
PTZH,0001627469
AITX,0001498148
MILIF,0001866460
IGC,0001326205
NOM,0000899782
AGXPF,0001482436
CNTM,0001895249
OESX,0001409375
KALA,0001479419
GNRV,0001418489
DALN,0001413898
ROMA,0001945240
VASO,0000839087
KENS,0000055234
TENX,0000034956
ARSMF,0001804792
ROLR,0001947210
CALC,0001534133
DRYGF,0002006413
LSB,0001946399
PHNMF,0001720553
PULM,0001574235
PASG,0001787297
GLBS,0001499780
RSRV,0000083350
BEEM,0001398805
JZ,0001852440
NISN,0001603993
LGVN,0001721484
ONEG,0002030834
CXAI,0001820875
EBON,0001799290
FTHM,0001753162
LITB,0001523836
ZEFIF,0001945138
YHGJ,0001042187
RVP,0000946563
AZASF,0001701599
JYD,0001938186
FGL,0001989930
APHP,0001771995
CJMB,0002032545
NWGL,0001948294
PMN,0001374339
SNNGF,0001384831
TTIPF,0001877778
CTRM,0001720161
BOSC,0001005516
XHLD,0002030954
HXHX,0001936817
TRT,0000732026
OVID,0001636651
OPI,0001456772
IHT,0000082473
IEGCF,0001537317
QTIH,0001844505
NCL,0001923780
DAIO,0000351998
VWFB,0001913838
CLEV,0001414382
BGFV,0001156388
RNGE,0001438943
NRDE,0001759546
HUIZ,0001778982
OTLC,0000908259
GRYP,0001755953
BIVI,0001580149
BLIN,0001378590
BATL,0001282648
IMTH,0001331612
RMSG,0001983324
EMUSF,0001962467
BBBXF,0001548958
VEXTF,0001778028
RVSN,0001743905
EQTRF,0001635729
KFFB,0001297341
FGF,0001591890
NFUNF,0001985830
VYNE,0001566044
CVM,0000725363
LSTA,0000320017
GORV,0001721741
AUIAF,0001568183
CKX,0000352955
MODV,0001220754
IPA,0001715925
YTFD,0001311673
PTIX,0001022899
JUNS,0001679628
ELEV,0001783032
MTBLY,0001509223
IEHC,0000050292
BTCT,0001796514
CVV,0000766792
JOB,0000040570
GTIM,0000825324
VTYB,0001509302
GFAI,0001804469
SMSI,0000948708
CREX,0001356093
MTEX,0001056358
NNVC,0001379006
SPCB,0001291855
GRFX,0001816723
ORIS,0001964664
PBM,0001985062
XITO,0001651932
CETY,0001329606
LEXX,0001348362
NXGL,0001468929
RAPH,0001415397
NEPH,0001196298
GNOLF,0001261002
VSEE,0001864531
IRIX,0001006045
MTEK,0001872964
CGTL,0001967822
TETOF,0001783432
MIRA,0001904286
BOF,0001962481
SCIA,0000830616
QTTB,0001661998
ADGM,0002006986
SWAG,0001872525
MKZR,0001550913
HUBC,0001905660
ELBM,0001907184
CHKR,0001524769
CHAC,0002054174
BRGC,0001059689
XFOR,0001501697
HUDI,0001791725
CPPMF,0001968617
UBX,0001463361
ZOOZ,0001992818
MFON,0001447380
PUBC,0001575858
SGLA,0001433551
MOGU,0001743971
RCG,0000919567
ESAUF,0001657800
MSS,0001892292
PCSV,0001122020
KNGRF,0001191832
SABOF,0001896752
BFNH,0001310488
JVA,0001007019
CXXIF,0000831609
HYFM,0001695295
XAIR,0001641631
WTHVF,0001562530
DRRX,0001082038
PXPC,0001785493
IPW,0001830072
DQWS,0001652561
ARBB,0001930179
TBTC,0001090396
NXL,0001527352
LVLU,0001780201
IMG,0001527613
PSHG,0001481241
AMS,0000744825
ALLR,0001860657
IMTCF,0001288268
AMOD,0001862463
TOPP,0001960847
LPCN,0001535955
ZEOX,0001557376
KCCFF,0001726906
ABVC,0001173313
VAUCF,0001723047
RMCO,0001843656
GLYC,0001253689
COHN,0001270436
NAII,0000787253
CRVW,0001377149
ATER,0001757715
PCLA,0002018462
ASBP,0001847345
LTRY,0001673481
GYRO,0001589061
SNYR,0001562733
BGI,0001179821
AAUAF,0001015647
SUND,0001171838
SIF,0000090168
LRE,0001888980
SMOFF,0001538189
COOT,0001959994
QYOUF,0001650287
INLF,0001991592
NSFDF,0001009922
JFU,0001619544
GIGM,0001105101
KDKGF,0000872699
NEUP,0001191070
LDTC,0001981462
STSBF,0001307926
BFRG,0001829247
EDSA,0001540159
DRCT,0001880613
PFSB,0001967656
ACPS,0001133116
PTLE,0002016337
VYCO,0001424768
TXMD,0000025743
SPND,0000867038
AZZTF,0001706404
EDTK,0001782309
GTI,0001879373
GELS,0001920092
PRTG,0001095435
DTSS,0001631282
MAPPF,0001493130
BNZI,0001826011
RENT,0001468327
LPTX,0001509745
BHV,0001169034
KDLY,0001946573
YQ,0001821468
MGIH,0001903995
JBDI,0001964314
CHR,0001738758
SABS,0001833214
NNUP,0000888981
BLTH,0001487718
LUDG,0001960262
FEDU,0001709819
MDRR,0001654595
LEDS,0001333822
HGTXU,0000862022
AUST,0001817740
ZBAI,0001755058
DEMRF,0002049560
HOVR,0001930021
CAPT,0001967478
TRIB,0000888721
EMGDF,0001790607
TWOH,0001494413
ESHSF,0001907622
CLNV,0001391426
MSPR,0001802450
ANY,0001591956
TOMZ,0000314227
SKYQ,0001812447
XTKG,0001754323
MRAI,0001844392
CING,0001862150
VVOS,0001716166
PC,0001998056
JDZG,0001976908
IINN,0001837493
BMNR,0001829311
DXST,0001958133
EHLD,0002032779
WNDW,0001071840
WKSP,0001096275
CREG,0000721693
VCIG,0001930510
TDTH,0001983550
RDGMF,0001820025
COCP,0001412486
HOOK,0001760542
ENFY,0000857949
CLDI,0001855485
NRXS,0001933567
RKHNF,0001422532
